reference product,prod_category,prod_sub_category,ISIC_name,ISIC,CPC_name,CPC,code_EI
"nylon 6, glass-filled",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,347,b56915105b7ba2f3946e5857380495c7
polybutadiene,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,347,6277b35c463d261c714620878c489a0b
"polylactide, granulate",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,347,7c8625236099ff95c5ae880de5a33322
"polymethyl methacrylate, beads",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,347,6525bc878f2b49ebe521037695af59ef
polyol,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,347,abe618a5a115e22ce32f4b1025a44b46
polyphenylene sulfide,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,347,107c5275f70ee89e5df4e1a264de0bba
"polypropylene, granulate",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,347,59bd993148ab113c8da6e4493c63e6d6
"polysulfide, sealing compound",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,347,c69f42e58e2d884875bf0fa053c89d9d
purified terephthalic acid,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,347,7cb07083ef85b9e2a5a4b3440a805405
toluene diisocyanate,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,347,5fbaea2409027c82366ad0f5b75bc372
"cleaning consumables, without water, in 13.6% solution state",Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,2257a5e8bfea33b1d57e55e6e6d5b9ad
esterquat,Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,edd46c134928d498935cd14c69de64ae
ethoxylated alcohol (AE11),Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,0677ba039ec9377c9e322601b64467e2
ethoxylated alcohol (AE3),Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,7a52301bec218a32399d7e8bb0a11fe8
ethoxylated alcohol (AE7),Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,df176651385d7d5f8a764cea493e3847
fatty alcohol sulfate,Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,e997b778093b45291411dab767882ef8
foaming agent,Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,5c72eb4f3d6030a45ac36c6e27562f24
"layered sodium silicate, SKS-6, powder",Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,f70c24b4b543b125849d61002bf063cd
"polycarboxylates, 40% active substance",Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,fe6c2ad3066ae67626c75e6dbc539920
"sodium metasilicate pentahydrate, 58% active substance, powder",Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,ce54c8e2d6fe4a101fddf0ff0650ed88
"sodium perborate, monohydrate, powder",Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,d0df53834d2e8865ba4e9f70322b4dfc
"sodium perborate, tetrahydrate, powder",Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,3a511a3aa00f4a22ef74e18750b00000
"sodium percarbonate, powder",Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,86d20228ebeb7d8ce7d5d95c0b5f56e9
sodium tripolyphosphate,Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,12182a26413362c0f6905719ba54f267
"zeolite, powder",Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,7a479c80161c2d5c6352b0e2ef81ba23
"zeolite, slurry, without water, in 50% solution state",Chemical,Chemical products,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Soap, cleaning preparations, perfumes and toilet preparations",353,4688fbdcc2a1e8d6ca8b81fb62e917a8
"fibre, viscose",PlastRub,Plastics & rubber products,Manufacture of man-made fibres,2030, Man-made fibres,355,154f7a4908411cea4550b5e63e9bc69a
polystyrene foam slab,PlastRub,Plastics & rubber products,Manufacture of plastics products,2220, Semi-manufactures of plastics,363,0ec97d27bb9909dacb35512ed2f44cdc
polystyrene foam slab for perimeter insulation,PlastRub,Plastics & rubber products,Manufacture of plastics products,2220, Semi-manufactures of plastics,363,f667b8d85fbfa639b0a5d2484e74282e
"polystyrene foam slab with graphite, 6% recycled",PlastRub,Plastics & rubber products,Manufacture of plastics products,2220, Semi-manufactures of plastics,363,7cda40fb89e7162224d78cef01596906
"polystyrene foam slab, 10% recycled",PlastRub,Plastics & rubber products,Manufacture of plastics products,2220, Semi-manufactures of plastics,363,05ebfbbb8f2bb91bcedf5319662689e4
"urea formaldehyde foam, in situ foaming",PlastRub,Plastics & rubber products,Manufacture of plastics products,2220, Semi-manufactures of plastics,363,9366aef9d377f1ad3fb9cf15a0e26b9f
"packaging, for fertilisers or pesticides",PlastRub,Plastics & rubber products,Manufacture of plastics products,2220, Packaging products of plastics,364,7793e61142c710dfcddc2590ffed2c49
"refractory material, acid",GlasNonMetal,Glass and other non-metallic products,Manufacture of refractory products,2391, Refractory products and structural non-refractory clay products,373,abbf6774c43838e4540bf367e1de1836
"refractory, basic, packed",GlasNonMetal,Glass and other non-metallic products,Manufacture of refractory products,2391, Refractory products and structural non-refractory clay products,373,48b45f88557d21533e579e3b639c833e
"refractory, fireclay, packed",GlasNonMetal,Glass and other non-metallic products,Manufacture of refractory products,2391, Refractory products and structural non-refractory clay products,373,a8643f3f6920f4c8d04c354c6e89cab7
"refractory, high aluminium oxide, packed",GlasNonMetal,Glass and other non-metallic products,Manufacture of refractory products,2391, Refractory products and structural non-refractory clay products,373,d47cb2d3a540f224c44e75fb45f41205
silicon carbide,GlasNonMetal,Glass and other non-metallic products,Manufacture of refractory products,2391, Refractory products and structural non-refractory clay products,373,470a9beaa80fccb3d16836385ee6aca3
ceramic tile,GlasNonMetal,Glass and other non-metallic products,Manufacture of clay building materials,2392, Refractory products and structural non-refractory clay products,373,b3a9e007854e4b7242af633734faadc9
clay brick,GlasNonMetal,Glass and other non-metallic products,Manufacture of clay building materials,2392, Refractory products and structural non-refractory clay products,373,832eb735e9b8056cdc8bb99b193113c2
clay plaster,GlasNonMetal,Glass and other non-metallic products,Manufacture of clay building materials,2392, Refractory products and structural non-refractory clay products,373,15ea29a604c1a2dbd1335d354c9e92f1
light clay brick,GlasNonMetal,Glass and other non-metallic products,Manufacture of clay building materials,2392, Refractory products and structural non-refractory clay products,373,b1ea4eb7c67ddb12f69f4362bee1fd0d
roof tile,GlasNonMetal,Glass and other non-metallic products,Manufacture of clay building materials,2392, Refractory products and structural non-refractory clay products,373,d0f7636f6d46cd159fd9727419f02534
sanitary ceramics,GlasNonMetal,Glass and other non-metallic products,Manufacture of clay building materials,2392, Refractory products and structural non-refractory clay products,373,22addaf1b557120e2462f36a7fe3311f
shale brick,GlasNonMetal,Glass and other non-metallic products,Manufacture of clay building materials,2392, Refractory products and structural non-refractory clay products,373,990922fb81073db95f5a50adfd7d725f
"cement, CEM II/A",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Plaster, lime and cement",374,87a7a43b2d905244f8d0429f669621f3
"cement, CEM II/B",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Plaster, lime and cement",374,e385cc99ee31a0ca657179ae5fa64754
"cement, unspecified",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Plaster, lime and cement",374,247d47930299c6b0a404ca9b2f78bcae
pyrite ash,GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Plaster, lime and cement",374,8796c1a5ec8ca6a907762503727557c8
"silica fume, densified",GlasNonMetal,Glass and other non-metallic products,"Manufacture of cement, lime and plaster",2394," Plaster, lime and cement",374,5165e3ad02f056a47e9dc03734f5fbf5
anhydrite floor,GlasNonMetal,Glass and other non-metallic products,"Manufacture of articles of concrete, cement and plaster",2395," Articles of concrete, cement and plaster",375,a470075ecab984698c2618329e470059
calcined clay,GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399, Other non-metallic mineral products n.e.c.,379,d1ff3548ac5e5507605d5ecbc633eb20
"lightweight concrete block, expanded clay",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399, Other non-metallic mineral products n.e.c.,379,5b6028460596550081f8cfddded2bb4f
"lightweight concrete block, expanded perlite",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399, Other non-metallic mineral products n.e.c.,379,2ed457908517f908ca2900b054b499b3
"lightweight concrete block, expanded vermiculite",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399, Other non-metallic mineral products n.e.c.,379,5df6d72328b5ec2c92373a37d1fc198d
"lightweight concrete block, polystyrene",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399, Other non-metallic mineral products n.e.c.,379,1f4f40bc0f81af7598864a8e68a8ddb7
"lightweight concrete block, pumice",GlasNonMetal,Glass and other non-metallic products,Manufacture of other non-metallic mineral products n.e.c.,2399, Other non-metallic mineral products n.e.c.,379,32c8106c05f2a1ab6b7378d46b22f26e
metal catalyst for catalytic converter,MetalAlloy,"Basic metals & alloys, their semi-finished products",Manufacture of basic precious and other non-ferrous metals,2420, Basic precious metals and metals clad with precious metals,413,8b86f6e2e02d3b1ae8bc918bbaca6c97
"industrial machine, heavy, unspecified",MachElecTrans,Metal/electronic equipments and parts,"Manufacture of machinery for mining, quarrying and construction",2824," Machinery for mining, quarrying and construction, and parts thereof",444,1afb1cb7dfd456384e09f67a6f55ffe4
"electric motor, vehicle",MachElecTrans,Metal/electronic equipments and parts,"Manufacture of electric motors, generators, transformers and electricity di",2710," Electric motors, generators and transformers, and parts thereof",461,8c53f60cb96f2b66af3791699667ffcb
"cable, unspecified",MachElecTrans,Metal/electronic equipments and parts,Manufacture of other electronic and electric wires and cables,2732, Insulated wire and cable; optical fibre cables,463,2793995d8f8dd88e053fac00f59c2f24
"charger, electric passenger car",MachElecTrans,Metal/electronic equipments and parts,Manufacture of other electrical equipment,2790," Accumulators, primary cells and primary batteries, and parts thereof",464,ebb91736d66561d93973f0a795b81c6f
"cable, ribbon cable, 20-pin, with plugs",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,471,f7b122cd754b7008731a559ef2f607bd
"electric connector, peripheral component interconnect buss",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,471,d53508c52b97d4dbc44866f7cce5a26b
"electric connector, peripheral type buss",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,471,cd64ac2e8dfaf922607ebfbe9be8ef35
"electric connector, wire clamp",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,471,58b6535dadccb0488be6eb42dee219e3
"electronic component, active, unspecified",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,471,f1440a3e2fa1eadc6b741a3bc06b03dc
"electronic component, passive, unspecified",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,471,720616b78584df5dc7cfd16df254eb12
"inductor, auxilliaries and energy use",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,471,c42aaf54d650a7ac435fb2a0c676e959
"inductor, low value multilayer chip",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,471,d4fb72e03dce3de93018dc1c6754bf59
"inductor, miniature radio frequency chip",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,471,399e8f1fc866d64b95df37344c549d03
"inductor, ring core choke type",MachElecTrans,Metal/electronic equipments and parts,Manufacture of electronic components and boards,2610, Electronic valves and tubes; electronic components; parts thereof,471,6673c57defa25494b47a06052732c47c
